transaction_id,transaction_primary_class
Government of Uganda-Uganda-2010-01-01,NEUTRAL
"Government of the City of Manila, the Philippines-Philippines-2021-06-22",NEUTRAL
Djibouti Ministry of Health-Djibouti-2007-12-05,NEUTRAL
Government of Djibouti-Djibouti-2007-11-13,NEUTRAL
"Ministry of Public Health, Social Development and Labour of Sint Maarten-Sint Maarten-2017-11-01",NEUTRAL
Government of Mozambique-Mozambique-2020-11-20,NEUTRAL
Central African Republic Ministry of International Cooperation-Central African Republic-2016-01-01,NEUTRAL
Government of Gambia-Gambia-2017-12-13,NEUTRAL
Government of Botswana-Botswana-2007-05-25,NEUTRAL
Government of Equatorial Guinea-Equatorial Guinea-2007-10-18,NEUTRAL
Government of Nepal-Nepal-2007-06-18,NEUTRAL
National Assembly of Gabon-Gabon-2007-05-18,NEUTRAL
"African Union Commission-Africa, regional-2016-06-24",NEUTRAL
Not Available-Bolivia-2016-01-01,NEUTRAL
International Organization for Migration-Ethiopia-2020-05-06,NEUTRAL
Government of Namibia-Namibia-2019-06-07,NEUTRAL
"Government of the City of Shiraz, Iran-Iran-2020-03-19",NEUTRAL
Laos Ministry  of Health-Laos-2020-04-08,NEUTRAL
Government of Egypt-Egypt-2014-12-01,GREEN
Government of Vanuatu-Vanuatu-2020-04-11,NEUTRAL
Government of Viet Nam-Vietnam-2020-09-29,NEUTRAL
Not Available-Fiji-2015-11-01,NEUTRAL
Government of Comoros-Comoros-2018-12-11,NEUTRAL
Ministry of Foreign Affairs of Ukraine-Ukraine-2017-01-01,NEUTRAL
Not Available-Egypt-2017-01-01,NEUTRAL
Malawi Ministry of Health-Malawi-2019-01-01,NEUTRAL
Government of Cambodia-Cambodia-2004-02-11,NEUTRAL
Government of the Philippines-Philippines-2004-11-26,NEUTRAL
Not Available-Indonesia-2004-11-17,NEUTRAL
Pakistan Ministry of Foreign Affairs-Pakistan-2004-02-20,NEUTRAL
Government of Ethiopia-Ethiopia-2020-05-25,NEUTRAL
China-Comoros Friendship Hospital-Comoros-2020-11-01,NEUTRAL
Fiji Prime Minister's National Disaster Relief and Rehabilitation Fund-Fiji-2020-04-21,NEUTRAL
Egyptian Family Planning Association-Egypt-2020-07-15,NEUTRAL
"Intergovernmental Authority on Development (IGAD)-Africa, regional-2013-11-27",NEUTRAL
Not Available-Fiji-2013-06-13,NEUTRAL
Government of South Africa-South Africa-2020-04-14,NEUTRAL
China-Uganda Friendship Hospital|Government of Uganda-Uganda-2019-01-01,NEUTRAL
Jordan Football Association-Jordan-2019-02-27,NEUTRAL
Colombia Ministry of Health and Social Protection-Colombia-2020-03-31,NEUTRAL
El Salvador Ministry of the Interior-El Salvador-2020-06-10,NEUTRAL
Government of Ghana-Ghana-2020-03-29,NEUTRAL
"Government of Micronesia, Federated States of-Micronesia-2020-04-14",NEUTRAL
Government of Vanuatu-Vanuatu-2020-03-26,NEUTRAL
Government of Vanuatu-Vanuatu-2020-12-15,NEUTRAL
Mercy Corps-Lebanon-2020-12-23,NEUTRAL
Quito Municipal Ministry of Health-Ecuador-2020-04-29,NEUTRAL
World Health Organization (WHO)-Jordan-2020-03-10,NEUTRAL
World Health Organization (WHO)-South Sudan-2020-03-10,NEUTRAL
World Health Organization (WHO)-South Sudan-2020-04-01,NEUTRAL
Guyanese Ministry of Public Health-Guyana-2017-06-27,NEUTRAL
Government of Timor-Leste-Timor-Leste-2021-04-14,NEUTRAL
Argentina Ministry of Defense-Argentina-2020-06-02,NEUTRAL
Government of Grenada-Grenada-2020-07-08,NEUTRAL
Burundi Red Cross-Burundi-2014-02-19,NEUTRAL
Not Available-Equatorial Guinea-2014-01-01,NEUTRAL
"The International Conference on the Great Lakes Region (CIRGL)-Africa, regional-2014-07-29",NEUTRAL
Barbados Ministry of Health and Wellness|The Queen Elizabeth Hospital (QEH) (Barbados)-Barbados-2021-06-07,NEUTRAL
Micronesia Congress-Micronesia-2009-01-01,NEUTRAL
Not Available-Cambodia-2009-01-01,NEUTRAL
Not Available-Sri Lanka-2009-09-10,NEUTRAL
Liberia Ministry of Youth and Sports-Liberia-2015-04-17,NEUTRAL
Government of Mozambique-Mozambique-2010-01-01,NEUTRAL
Government of Victoria-Seychelles-2020-07-16,NEUTRAL
Government of Vanuatu-Vanuatu-2018-04-01,NEUTRAL
"Intergovernmental Authority on Development (IGAD)-Africa, regional-2018-01-01",NEUTRAL
Government of Nepal-Nepal-2020-04-22,NEUTRAL
Government of Madagascar-Madagascar-2021-09-01,NEUTRAL
Not Available-Bahamas-2005-01-01,NEUTRAL
Pakistan Ministry of National Food Security and Research-Pakistan-2020-07-23,NEUTRAL
San Jose Municipal Government (Costa Rica)-Costa Rica-2020-11-04,NEUTRAL
Sudan Federal Ministry of Health-Sudan-2007-08-30,NEUTRAL
Royal Thai Police-Thailand-2020-06-23,NEUTRAL
Not Available-Lebanon-2009-03-12,NEUTRAL
Not Available-Comoros-2015-01-01,NEUTRAL
Luyanzi College-Uganda-2012-01-01,NEUTRAL
Government of Tanzania-Tanzania-2019-08-08,NEUTRAL
Government of Togo-Togo-2014-06-01,NEUTRAL
Not Available-Fiji-2006-01-01,NEUTRAL
Government of Rwanda-Rwanda-2009-01-08,NEUTRAL
San Salvador Mayor's Office-El Salvador-2021-11-30,NEUTRAL
Not Available-Namibia-2010-01-01,NEUTRAL
Government of Cuba-Cuba-2021-08-20,NEUTRAL
Government of Kyrgyzstan|Kyrgyz Ministry of Health-Kyrgyzstan-2020-04-08,NEUTRAL
Benazir Income Support Programme-Pakistan-2010-01-01,NEUTRAL
Not Available-Fiji-2010-01-29,NEUTRAL
Laotian Ministry of Labour and Social Welfare-Laos-2018-07-23,NEUTRAL
Guyana Civil Defense Commission-Guyana-2021-01-01,NEUTRAL
Not Available-Ethiopia-2012-01-01,NEUTRAL
Government of Equatorial Guinea-Equatorial Guinea-2019-02-19,NEUTRAL
Malaysia Ministry of Health-Malaysia-2020-04-02,NEUTRAL
Ethiopian Disaster Prevention and Preparedness Agency-Ethiopia-2006-01-01,NEUTRAL
National Assembly of Seychelles-Seychelles-2006-05-27,NEUTRAL
Not Available-Uruguay-2006-01-01,NEUTRAL
SS. Cyril and Methodius University-North Macedonia-2019-12-25,NEUTRAL
Myanmar Rural Library Foundation-Myanmar-2011-01-17,NEUTRAL
Government of Peru-Peru-2013-04-06,NEUTRAL
Not Available-Sri Lanka-2021-12-23,NEUTRAL
Government of Laos-Laos-2021-05-14,NEUTRAL
Dominican Ministry of Health and Social Services-Dominica-2019-03-15,NEUTRAL
Colombia Ministry of Health and Social Protection-Colombia-2020-04-01,NEUTRAL
Ecuador Ministry of Government|National Police of Ecuador-Ecuador-2020-04-16,NEUTRAL
Dominican Republic Ministry of Agriculture-Dominican Republic-2021-09-14,NEUTRAL
Solomon Islands Ministry of Agriculture and Livestock-Solomon Islands-2021-04-23,NEUTRAL
"Timor-Leste Ministry of Education, Youth and Sports-Timor-Leste-2021-04-14",NEUTRAL
Azuay Provincial Government|Bolívar Provincial Government|Cañar Provincial Government|Ecuador Ministry of Government|Eugenio Espejo Hospital|Morona Santiago Provincial Government|Napo Provincial Government|National Police of Ecuador|Provincial Government of Loja|Santa Elena Town Government|Santa Fe Provincial Government (Ecuador)|Servicio Nacional de Aduana del Ecuador (SENAE)|Sucumbíos Provincial Government-Ecuador-2020-07-21,NEUTRAL
Not Available-Chad-2016-05-18,NEUTRAL
Government of Bangladesh |Government of Burundi|Government of Ghana|Government of Niger|Government of Senegal-Ghana-2020-03-28,NEUTRAL
Trust Fund of the Federal States of Micronesia-Micronesia-2009-12-31,NEUTRAL
Not Available-Fiji-2015-06-22,NEUTRAL
Not Available-Sierra Leone-2011-01-01,NEUTRAL
Provincial Government of Cordoba-Argentina-2020-05-23,NEUTRAL
Myanmar Ministry of Health and Sports-Myanmar-2021-08-22,NEUTRAL
Not Available-Nepal-2020-04-01,NEUTRAL
Anti-Narcotics Force (ANF)-Pakistan-2008-01-01,NEUTRAL
Guyanese Ministry of Public Health-Guyana-2011-07-06,NEUTRAL
Colombo Municipal Council (CMC)-Sri Lanka-2020-12-12,NEUTRAL
Vietnam Ministry of National Defense-Vietnam-2020-11-01,NEUTRAL
Not Available-Kazakhstan-2009-01-01,NEUTRAL
Johannesburg City Government-South Africa-2021-01-20,NEUTRAL
Visva-Bharati University-India-2018-01-01,NEUTRAL
Government of Bangladesh-Bangladesh-2017-06-12,NEUTRAL
Nepal Wushu Association-Nepal-2010-01-01,NEUTRAL
"African Union Commission-Africa, regional-2011-03-08",NEUTRAL
Cambodian Council of Ministers-Cambodia-2011-02-21,NEUTRAL
Government of Egypt-Egypt-2011-01-01,NEUTRAL
Tunisian Ministry of Youth and Sports-Tunisia-2019-11-25,NEUTRAL
The Bangkok Metropolitan Administration (BMA)-Thailand-2012-02-01,NEUTRAL
Maldives Ministry of Health-Maldives-2016-10-12,NEUTRAL
"Uganda Ministry of Gender, Labour and Social Development-Uganda-2001-01-01",NEUTRAL
Government of Ethiopia-Ethiopia-2011-04-18,GREEN
Government of Peru-Peru-2011-01-01,NEUTRAL
Andean Parliament|Ecuador Armed Forces (FFAA)|Ecuador Unámonos Association for People with Disabilities|Ecuador-China Chamber of Commerce|Ecuadorian Red Cross|Medios Públicos (formerly Empresa Pública de Medios Públicos)|National Assembly of Ecuador|Provincial Government of Bolivar|Provincial Government of Carchi|Provincial Government of Cotopaxi|Provincial Government of Esmeraldas|Provincial Government of Imbabura|Provincial Government of Loja|Provincial Government of Manabi|Provincial Government of Orellana (Ecuador)|Provincial Government of Pastaza|Provincial Government of Pinchincha-Ecuador-2020-06-12,NEUTRAL
Government of Cook Islands-Cook Islands-2016-09-29,NEUTRAL
Zimbabwe Ministry of Sports and Culture-Zimbabwe-2002-01-01,NEUTRAL
Government of Peru-Peru-2014-10-06,NEUTRAL
Algerian Red Crescent Society (ARCS)|Sahrawi Red Crescent Society (SRCS)-Algeria-2018-01-01,NEUTRAL
University of Ghana Medical Center Hospital-Ghana-2020-06-18,NEUTRAL
Davao City Government-Philippines-2021-02-08,NEUTRAL
Not Available-Albania-2012-03-18,NEUTRAL
Not Available-Namibia-2012-01-01,NEUTRAL
"Dominica Ministry of Health, Wellness, and New Health Investments-Dominica-2020-03-13",NEUTRAL
Government of Malawi-Malawi-2013-01-01,NEUTRAL
Not Available-Malawi-2017-04-21,NEUTRAL
Government of Guyana-Guyana-2020-10-29,NEUTRAL
Not Available-Congo - Brazzaville-2012-03-20,NEUTRAL
Government of Panama-Panama-2020-08-30,NEUTRAL
Solomon Islands Ministry of Foreign Affairs and External Trade-Solomon Islands-2021-01-01,NEUTRAL
Ruijin Charity School (China-Burma Friendship School No. 001)-Myanmar-2016-01-01,NEUTRAL
Not Available-Tonga-2013-01-01,NEUTRAL
University of the West Indies-Jamaica-2013-08-21,NEUTRAL
Not Available-Vanuatu-2013-08-01,NEUTRAL
Not Available-Sudan-2004-07-14,NEUTRAL
Egyptian Ministry of Higher Education and Scientific Research-Egypt-2020-04-19,NEUTRAL
Government of Ukraine-Ukraine-2020-04-10,NEUTRAL
University Hospital Center of Tengandogo (CHU-T)-Burkina Faso-2021-06-04,NEUTRAL
Bolivian Red Cross Society-Bolivia-2007-01-01,NEUTRAL
Kazan Federal University-Russia-2007-04-24,NEUTRAL
Lao Bird Flu Prevention Fund-Laos-2007-01-01,NEUTRAL
Not Available-Uruguay-2007-05-15,NEUTRAL
University of the Witwatersrand-South Africa-2019-01-01,NEUTRAL
Not Available-Peru-2014-10-06,NEUTRAL
Not Available-Fiji-2015-01-01,NEUTRAL
Not Available-Comoros-2002-09-12,NEUTRAL
Mongolia State Emergency Commission-Mongolia-2020-04-21,NEUTRAL
City of Harare-Zimbabwe-2002-01-01,NEUTRAL
Not Available-Chad-2016-01-01,NEUTRAL
Not Available-Samoa-2014-11-01,GREEN
Barbados Ministry of Health and Wellness-Barbados-2020-04-01,NEUTRAL
Georgetown Public Hospital Corporation (GPHC)-Guyana-2009-12-07,NEUTRAL
Myanmar Ministry of Health and Sports-Myanmar-2020-10-29,NEUTRAL
Development of Women Organization of Kenya-Kenya-2008-07-20,NEUTRAL
Organization for the Empowerment of Widows and Widowers and Orphans of HIV in Namibia (OEWONA)-Namibia-2013-01-01,NEUTRAL
Anglican High School|Bishop’s College & Hillsborough Secondary School|Grenada Christian Academy|Grenada Telescope Community Center |Mt. Rose SDA Comprehensive School|St. John Christian Secondary School|St. Mark’s Secondary School|Westerhall Secondary School-Grenada-2019-01-14,NEUTRAL
Madagascar Ministry to the Presidency in charge of Presidential Projects (M2PATE)-Madagascar-2018-01-01,NEUTRAL
Kabwe Central Hospital-Zambia-2018-12-01,NEUTRAL
Sao Tome and Principe Ministry of Justice-São Tomé & Príncipe-2021-03-01,NEUTRAL
International Federation of Red Cross and Red Crescent Societies-Mongolia-2005-01-01,NEUTRAL
Government of South Africa-South Africa-2017-01-01,NEUTRAL
Government of Kiribati-Kiribati-2021-07-01,NEUTRAL
Not Available-Iraq-2017-03-01,NEUTRAL
Not Available-Jordan-2017-01-01,NEUTRAL
Not Available-Grenada-2008-01-01,NEUTRAL
Government of Grenada-Grenada-2020-06-23,NEUTRAL
Not Available-Vanuatu-2017-01-01,NEUTRAL
East New Britain Government-Papua New Guinea-2021-11-01,NEUTRAL
Laos 103 Military Hospital-Laos-2017-07-25,NEUTRAL
Fiji Ministry of Agriculture-Fiji-2021-12-01,NEUTRAL
Government of Sri Lanka-Sri Lanka-2019-08-08,NEUTRAL
Egyptian Ministry of Health and Population-Egypt-2020-05-10,NEUTRAL
Government of Bolivia-Bolivia-2012-01-22,NEUTRAL
Not Available-Costa Rica-2010-11-01,NEUTRAL
"Chad Ministry of Environment, Water, and Fishing-Chad-2020-01-13",NEUTRAL
Government of Tanzania-Tanzania-2020-04-09,NEUTRAL
Government of Ethiopia-Ethiopia-2019-01-28,NEUTRAL
Serving Senegal Foundation-Senegal-2019-06-17,NEUTRAL
Government of Malawi-Malawi-2016-01-01,NEUTRAL
Government of Democratic Republic of Congo-Congo - Kinshasa-2012-05-30,NEUTRAL
Government of Moldova-Moldova-2004-01-01,NEUTRAL
Not Available-Somalia-2004-01-01,NEUTRAL
Government of North Macedonia-North Macedonia-2020-04-18,NEUTRAL
Nigerien Ministry of Cultural Renaissance-Niger-2018-01-01,NEUTRAL
Not Available-Papua New Guinea-2003-01-01,NEUTRAL
Cecrisa Revestimentos Ceramicos S.A.-Brazil-2016-08-01,NEUTRAL
Lao Women's Union (LWU)-Laos-2004-10-28,NEUTRAL
Taiz Revolutionary Hospital (مستشفى الثوره تعز)-Yemen-2010-01-01,NEUTRAL
Government of Guinea-Guinea-2006-03-14,NEUTRAL
Government of Laos-Laos-2019-08-23,NEUTRAL
Government of Zimbabwe|Parirenyatwa Hospital-Zimbabwe-2019-01-01,NEUTRAL
Kazakhstani Ministry of Education and Science-Kazakhstan-2019-09-04,NEUTRAL
Cape Town Municipal Government-South Africa-2020-04-17,NEUTRAL
Government of Mongolia-Mongolia-2020-04-28,NEUTRAL
Not Available-Egypt-2009-01-01,NEUTRAL
Dire Dawa Municipal Government-Ethiopia-2020-05-13,NEUTRAL
Government of Brunei-Brunei-2020-04-16,NEUTRAL
Government of Moldova-Moldova-2020-04-01,NEUTRAL
Kachin State Government-Myanmar-2020-11-10,NEUTRAL
Shan State Government-Myanmar-2020-11-03,NEUTRAL
"Samoa Ministry of Education, Sports, and Culture-Samoa-2021-01-01",NEUTRAL
Georgetown Public Hospital Corporation (GPHC)-Guyana-2014-09-02,NEUTRAL
Government of the City of Buenos Aires-Argentina-2020-05-04,NEUTRAL
Shaping Our Future Foundation-Malawi-2021-12-03,NEUTRAL
Malaysia Ministry of Health-Malaysia-2020-05-01,NEUTRAL
Government of Uganda-Uganda-2005-01-01,NEUTRAL
Government of Burkina Faso-Burkina Faso-2020-04-10,NEUTRAL
The Ministry of Health of Brunei-Brunei-2020-04-23,NEUTRAL
Government of Cambodia-Cambodia-2013-08-01,NEUTRAL
Government of the Philippines-Philippines-2020-06-09,NEUTRAL
United Nations Population Fund (UNFPA)-Gambia-2021-04-19,NEUTRAL
"Government of Ilocos Norte Province, the Philippines-Philippines-2021-08-31",NEUTRAL
Not Available-Kazakhstan-2011-01-01,NEUTRAL
Government of Namibia-Namibia-2019-01-01,NEUTRAL
"Government of Sarawak, Malaysia-Malaysia-2020-03-27",NEUTRAL
Oman Ministry of Health-Oman-2020-04-10,NEUTRAL
Bahamas Ministry of Health-Bahamas-2021-07-28,NEUTRAL
Government of Burkina Faso-Burkina Faso-2020-01-01,NEUTRAL
Government of the Republic of Trinidad and Tobago-Trinidad & Tobago-2021-12-01,NEUTRAL
Government of Victoria-Seychelles-2020-10-08,NEUTRAL
Government of the Republic of Trinidad and Tobago-Trinidad & Tobago-2021-10-01,NEUTRAL
"Not Available-America, regional-2021-10-13",NEUTRAL
Government of Peru-Peru-2009-01-01,NEUTRAL
Not Available-Indonesia-2010-11-19,NEUTRAL
"Nigerian Ministry of Foreign Affairs, Cooperation, and African Integration-Niger-2003-01-01",NEUTRAL
Not Available-Cambodia-2006-04-08,NEUTRAL
China-Uganda Friendship Hospital-Uganda-2018-01-01,NEUTRAL
Not Available-Cambodia-2011-06-01,GREEN
Development of Women Organization of Kenya-Kenya-2001-03-22,NEUTRAL
Not Available-Kazakhstan-2016-01-01,NEUTRAL
Rwanda Ministry of Health-Rwanda-2020-09-22,NEUTRAL
Chuuk Hospital-Micronesia-2009-01-01,NEUTRAL
"Government of Micronesia, Federated States of-Micronesia-2002-01-01",NEUTRAL
Not Available-Kazakhstan-2012-01-01,NEUTRAL
Northern Cape Provincial Government-South Africa-2020-04-01,NEUTRAL
Laos Ministry  of Health-Laos-2020-11-26,NEUTRAL
Tonga Ministry of Infrastructure and Tourism-Tonga-2019-05-15,GREEN
South Africa Department of Basic Education-South Africa-2019-01-01,NEUTRAL
Ministry of Tourism and Leisure of Côte d'Ivoire-Côte d’Ivoire-2020-12-16,NEUTRAL
Not Available-Kazakhstan-2017-01-01,NEUTRAL
University of Novi Sad-Serbia-2018-01-01,NEUTRAL
Bolivian Red Cross Society-Bolivia-2003-01-01,NEUTRAL
Not Available-Turkey-2003-05-13,NEUTRAL
South West Africa People's Organization (SWAPO)-Namibia-2003-01-01,NEUTRAL
Not Available-Sudan-2008-11-13,NEUTRAL
Peruvian Volunteer Fire Administration (CGBVP)-Peru-2017-01-01,NEUTRAL
World Health Organization (WHO)-Tanzania-2020-03-10,NEUTRAL
La Case des Enfants-Côte d’Ivoire-2018-12-21,NEUTRAL
Not Available-Sudan-2013-08-21,NEUTRAL
"Gabon Ministry of Mines, Energy, Oil and Hydraulic Resources-Gabon-2020-08-27",NEUTRAL
Government of Myanmar (Burma)-Myanmar-2021-07-23,NEUTRAL
Not Available-Kazakhstan-2013-01-01,NEUTRAL
Not Available-Kazakhstan-2015-01-01,NEUTRAL
Not Available-Cambodia-2015-07-29,NEUTRAL
University of Novi Sad-Serbia-2017-11-15,NEUTRAL
Nepal Red Cross Society-Nepal-2007-08-16,NEUTRAL
Not Available-Fiji-2014-09-09,NEUTRAL
Not Available-Kazakhstan-2014-01-01,NEUTRAL
Not Available-Armenia-2015-01-01,NEUTRAL
Not Available-Togo-2015-01-01,NEUTRAL
Government of Ghana-Ghana-2010-11-30,NEUTRAL
Uganda Red Cross Society (URCS)-Uganda-2010-03-04,NEUTRAL
World Health Organization (WHO)-Mozambique-2020-03-10,NEUTRAL
Government of Mongolia-Mongolia-2020-03-25,NEUTRAL
Government of Zimbabwe-Zimbabwe-2017-03-31,NEUTRAL
Not Available-Papua New Guinea-2014-01-01,NEUTRAL
"Pacific Islands Forum-Oceania, regional-2004-07-01",NEUTRAL
Parliament of Fiji-Fiji-2004-01-01,NEUTRAL
Government of Namibia-Namibia-2020-04-23,NEUTRAL
Senegal Ministry of Culture-Senegal-2017-01-01,NEUTRAL
Cape Town Municipal Government|Northern Cape Provincial Health Department-South Africa-2020-04-01,NEUTRAL
Lesotho Office of the Prime Minister-Lesotho-2020-01-01,NEUTRAL
South Africa Department of Basic Education-South Africa-2020-09-11,NEUTRAL
"Zimbabwe Ministry of Education, Art, Sports and Culture-Zimbabwe-2013-01-01",NEUTRAL
Government of Namibia-Namibia-2021-04-29,NEUTRAL
Not Available-Tanzania-2009-01-01,NEUTRAL
Sarawak State Disaster Management Committee (SDMC)-Malaysia-2021-06-01,NEUTRAL
Government of Uruguay-Uruguay-2020-06-09,NEUTRAL
The Office of the Prime Minister of Fiji-Fiji-2020-06-30,NEUTRAL
Government of Nigeria-Nigeria-2020-05-12,NEUTRAL
Not Available-Cameroon-2016-01-01,NEUTRAL
Yapa National Secondary School-South Sudan-2014-11-08,NEUTRAL
St. Petersburg No. 20 Hospital-Russia-2020-12-01,NEUTRAL
Guyana Ministry of Agriculture-Guyana-2009-11-17,NEUTRAL
Not Available-Central African Republic-2009-01-01,NEUTRAL
Not Available-Papua New Guinea-2009-01-01,NEUTRAL
Congo Assitance Foundation-Congo - Brazzaville-2008-01-01,NEUTRAL
Uganda Women’s Relief for Orphans (UWESO-Uganda-2019-01-01,NEUTRAL
China-Chad Friendship Hospital-Chad-2019-01-01,NEUTRAL
Algerian Red Crescent Society (ARCS)-Algeria-2018-01-01,NEUTRAL
Indonesia Police Force-Indonesia-2003-04-25,NEUTRAL
Ecuador Office of the President|Guayaquil Municipal Government (Ecuador)|Provincial Government of Pichincha|Quito Municipal Government-Ecuador-2020-03-23,NEUTRAL
Unspecified South African Charities-South Africa-2018-03-01,NEUTRAL
Not Available-Bahamas-2016-01-01,NEUTRAL
Lwini Foundation-Angola-2014-01-01,NEUTRAL
Not Available-Mali-2017-01-01,GREEN
Government of Senegal-Senegal-2020-03-24,NEUTRAL
Kamuzu Central Hospital|Mzuzu Central Hospitals|Queen Elizabeth Hospital-Malawi-2020-04-24,NEUTRAL
Ethiopia Ministry of Information and Culture-Ethiopia-2000-10-13,NEUTRAL
Government of Zanzibar-Tanzania-2010-01-01,NEUTRAL
Government of Laos-Laos-2020-04-28,NEUTRAL
Not Available-Vanuatu-2011-01-01,NEUTRAL
Not Available-Zambia-2011-04-20,NEUTRAL
Government of Mauritius |Office of the President-Mauritius-2004-01-01,NEUTRAL
"Government of Micronesia, Federated States of-Micronesia-2020-05-21",NEUTRAL
College of Federal State of Micronesia-Micronesia-2006-01-01,NEUTRAL
Liberian Ministry of Health and Social Welfare-Liberia-2006-01-01,NEUTRAL
Colombia Ministry of Health and Social Protection-Colombia-2020-04-17,NEUTRAL
Sri Lanka Air Force (SLAF)-Sri Lanka-2020-12-18,NEUTRAL
